551.080,522.028,517.548,504.237,499.832,468.674,490.155,478.982,480.164,470.161,443.005,477.496,468.658,466.347,468.083,474.478,459.786,469.052,494.754,499.176
504.998,487.131,466.734,469.874,466.355,457.494,487.334,476.194,461.041,456.573,482.789,488.784,468.711,480.386,466.787,476.298,477.209,489.758,479.462,468.407
496.147,463.651,488.812,472.294,482.674,483.272,475.735,472.389,485.974,468.061,478.748,481.592,478.782,488.629,481.632,494.288,454.339,497.541,480.875,482.916
503.290,496.769,496.407,501.202,510.666,500.848,467.029,478.368,455.971,479.415,472.937,464.866,478.172,467.034,488.806,482.117,453.963,465.902,480.707,485.221
505.571,499.132,496.598,500.443,500.808,495.002,459.923,477.647,490.006,482.652,464.425,487.957,475.572,479.601,467.222,473.305,471.065,460.999,462.963,498.129
505.015,502.995,500.841,497.586,498.488,509.156,499.011,502.361,465.443,461.711,463.433,472.625,476.573,486.151,469.191,467.909,475.747,468.295,476.531,485.769
506.330,501.456,504.755,497.752,499.333,499.507,502.588,492.161,485.200,500.131,494.605,471.012,472.178,479.355,487.174,481.005,475.092,454.507,474.774,474.614
496.069,496.305,505.083,489.450,499.171,509.244,489.504,501.014,494.147,465.628,472.094,490.583,485.788,474.925,464.799,490.239,481.895,461.044,459.237,485.147
495.300,499.868,486.666,498.507,500.242,494.842,488.526,503.229,497.965,496.690,477.039,472.725,476.891,466.906,491.564,457.192,471.551,481.325,474.188,489.830
489.506,494.073,487.414,489.328,500.734,506.393,497.616,497.142,501.666,499.974,497.091,501.422,479.547,477.213,461.028,463.759,484.626,476.114,476.509,481.590
495.385,506.642,491.519,500.849,502.992,502.994,502.030,494.202,498.301,494.809,500.973,494.813,502.935,500.459,504.881,465.876,483.838,475.979,496.143,480.015
497.766,504.348,494.604,493.982,491.676,501.729,504.460,492.996,489.935,501.474,499.589,496.704,499.360,502.098,499.585,504.792,493.050,480.509,464.971,485.127
491.723,499.571,496.303,503.223,506.509,499.527,491.422,503.527,496.615,495.078,504.292,502.777,502.887,505.922,508.287,497.682,494.248,505.726,472.807,464.326
486.233,499.088,498.805,489.275,504.459,499.259,497.184,496.193,489.020,497.166,492.635,497.469,500.166,502.442,501.913,493.619,499.196,504.276,485.225,464.865
508.364,488.147,493.194,505.446,500.800,496.244,506.999,505.990,508.578,490.876,508.054,501.640,493.295,497.424,498.237,497.346,497.745,507.587,473.667,465.443
501.861,496.506,497.009,498.655,493.162,502.294,492.891,502.378,502.859,488.728,508.435,501.413,497.109,499.626,497.541,492.303,489.469,495.877,502.721,466.359
498.493,495.794,510.850,493.239,496.162,498.081,495.138,504.019,506.637,501.103,495.224,503.856,501.530,505.313,502.226,485.347,502.700,500.022,500.482,500.666
495.104,489.499,500.206,498.360,493.012,506.186,487.216,501.491,505.710,494.718,500.774,496.697,495.949,506.658,500.502,505.073,493.875,505.940,501.755,503.424
500.684,495.042,504.223,498.639,493.611,504.166,497.148,497.874,499.437,502.590,503.151,498.967,497.169,490.834,504.963,493.021,491.637,511.778,502.232,502.921
501.168,499.941,484.365,496.249,491.250,490.819,494.752,496.440,501.892,500.646,493.611,508.954,494.103,501.285,492.808,495.741,493.671,492.114,509.767,497.814
