# (10, 25, 100, 0, 2, 0.1)
0.677,0.972,1.293,1.953,0.125,1.160,0.250,1.966,0.796,0.344,0.467,0.355,1.002,1.841,1.373,0.451,0.990,1.913,0.824,1.223,1.835,1.945,0.096,1.526,1.755,1.023,1.766,0.597,1.698,0.330
1.915,1.206,0.795,0.175,1.368,1.229,0.256,0.824,0.968,1.189,1.771,0.335,0.658,1.554,0.888,1.379,0.762,0.734,1.659,0.970,0.422,0.073,0.341,1.039,1.565,1.025,0.731,0.235,1.731,1.570
1.891,1.170,0.795,0.190,1.339,1.198,0.258,0.796,0.993,1.191,1.804,0.327,0.645,1.556,0.879,1.400,0.776,0.731,1.667,1.008,0.422,0.027,0.292,1.072,1.535,1.049,0.778,0.204,1.776,1.603
1.779,1.154,0.139,0.740,1.756,0.275,0.679,1.265,0.794,1.166,0.246,0.777,1.137,0.273,0.493,0.034,0.102,-0.039,0.213,1.532,0.547,0.722,0.910,0.432,1.658,1.849,1.706,1.772,1.097,0.864
0.633,0.878,1.221,1.947,0.111,1.168,0.161,1.962,0.796,0.364,0.502,0.379,0.997,1.828,1.363,0.420,0.896,1.868,0.796,1.211,1.859,1.944,0.031,1.465,1.851,0.964,1.839,0.695,1.584,0.266
1.974,1.244,0.836,0.137,1.296,1.127,0.386,0.894,1.004,1.071,1.852,0.296,0.753,1.675,0.910,1.456,0.724,0.669,1.689,1.020,0.480,0.072,0.449,1.058,1.524,1.085,0.682,0.279,1.768,1.510
0.605,0.852,1.197,1.947,0.096,1.139,0.096,1.983,0.829,0.357,0.569,0.330,0.994,1.838,1.341,0.408,0.910,1.881,0.774,1.234,1.939,1.918,0.035,1.422,1.860,1.018,1.877,0.664,1.546,0.260
2.040,1.250,0.942,0.188,1.320,1.218,0.326,0.903,0.947,1.167,1.788,0.291,0.634,1.620,0.895,1.507,0.688,0.715,1.704,1.058,0.413,0.148,0.397,1.176,1.544,1.030,0.743,0.288,1.855,1.385
1.816,1.205,0.101,0.742,1.740,0.316,0.715,1.278,0.833,1.124,0.200,0.764,1.047,0.247,0.478,0.015,0.146,0.032,0.092,1.405,0.601,0.767,0.900,0.468,1.559,1.948,1.742,1.685,1.018,0.910
1.852,1.242,0.128,0.714,1.776,0.274,0.671,1.234,0.841,1.102,0.210,0.767,1.075,0.206,0.433,0.002,0.099,-0.017,0.095,1.384,0.644,0.734,0.902,0.437,1.528,1.970,1.704,1.653,1.045,0.913
2.047,1.244,0.927,0.174,1.262,1.100,0.289,0.830,0.957,1.141,1.679,0.272,0.638,1.582,0.854,1.522,0.706,0.741,1.739,1.004,0.493,0.187,0.344,1.137,1.602,1.090,0.728,0.308,1.828,1.366
1.808,1.281,0.178,0.772,1.836,0.288,0.674,1.227,0.800,1.118,0.206,0.760,1.023,0.207,0.370,-0.027,0.108,-0.061,0.144,1.307,0.624,0.751,0.891,0.370,1.560,1.954,1.696,1.639,0.975,0.965
1.987,1.158,0.905,0.185,1.335,1.088,0.260,0.786,1.025,1.155,1.761,0.270,0.644,1.562,0.801,1.546,0.671,0.682,1.678,1.079,0.481,0.185,0.352,1.096,1.558,1.057,0.686,0.391,1.750,1.410
2.037,1.110,0.879,0.193,1.378,1.067,0.212,0.821,1.063,1.141,1.753,0.298,0.679,1.523,0.761,1.530,0.686,0.659,1.678,1.053,0.490,0.174,0.327,1.121,1.604,1.069,0.712,0.423,1.768,1.410
2.019,1.081,0.846,0.155,1.356,1.077,0.182,0.842,1.018,1.154,1.803,0.261,0.659,1.553,0.738,1.520,0.713,0.666,1.689,1.081,0.444,0.132,0.367,1.089,1.596,1.115,0.739,0.425,1.800,1.401
1.915,1.277,0.109,0.777,1.852,0.306,0.649,1.123,0.978,1.134,0.260,0.893,0.967,0.308,0.574,0.070,0.189,0.105,0.117,1.422,0.373,0.706,0.803,0.408,1.597,1.869,1.758,1.603,1.000,0.847
1.930,1.359,0.146,0.756,1.698,0.289,0.721,1.477,0.757,1.132,0.171,0.793,1.011,0.136,0.472,-0.031,0.099,0.116,0.095,1.390,0.658,0.722,0.881,0.258,1.679,1.920,1.765,1.740,1.076,0.927
2.067,1.087,0.800,0.162,1.417,1.000,0.164,0.843,1.100,1.149,1.861,0.251,0.658,1.505,0.727,1.569,0.816,0.624,1.682,0.985,0.561,0.248,0.274,1.077,1.620,1.135,0.633,0.408,1.688,1.366
