435.494,433.690,435.575,425.820,429.215,426.600,437.402,438.627,437.402,437.402
426.373,426.600,436.905,427.897,426.600,432.040,429.785,432.040,430.544,426.544
437.407,435.275,429.907,426.600,430.630,431.657,426.600,426.600,431.129,438.277
431.129,441.456,432.426,425.820,433.743,431.267,434.567,431.267,433.690,431.267
431.005,433.014,437.402,431.289,438.090,431.289,439.038,429.215,427.897,425.820
434.922,437.402,429.215,434.051,441.953,431.436,427.376,434.931,435.597,432.926
429.907,427.998,431.129,433.690,433.690,430.225,431.267,429.201,431.436,426.373
432.586,441.377,435.575,426.600,425.820,426.544,433.667,433.690,426.600,426.544
450.540,433.690,431.324,431.005,426.600,425.267,427.897,429.215,426.600,431.436
426.373,437.115,442.602,429.907,435.498,429.907,431.436,435.439,433.795,426.544
439.018,435.054,431.005,446.146,426.373,434.829,426.197,426.544,436.764,433.875
439.474,431.289,435.575,426.373,432.586,430.481,430.677,429.215,430.481,426.600
438.277,431.289,431.289,430.698,429.907,435.575,426.600,431.436,431.005,424.692
427.374,426.600,433.667,426.544,427.897,426.600,429.225,434.829,426.544,434.509
435.575,429.215,435.575,429.429,434.922,430.132,429.785,426.600,429.215,429.220
431.289,426.600,435.575,439.552,429.044,439.503,431.289,434.922,426.544,429.785
434.829,426.373,426.600,426.600,429.907,441.314,433.690,425.820,423.912,436.905
428.207,426.600,425.820,435.575,424.635,433.092,426.544,426.544,434.829,431.267
431.267,432.519,430.673,426.600,426.544,426.544,426.544,429.215,426.600,434.221
424.692,425.649,426.600,427.205,431.129,426.544,429.225,435.575,425.820,426.544
429.528,430.544,431.289,436.903,432.302,431.289,425.989,426.600,434.314,426.544
432.290,438.391,432.130,429.225,435.575,438.275,426.544,430.641,429.785,424.635
434.221,435.575,429.736,424.692,433.876,431.289,442.126,425.820,426.544,427.376
426.544,441.568,425.820,426.544,433.938,430.373,432.713,431.289,426.544,431.289
436.321,426.544,434.474,433.222,431.436,429.785,426.544,426.373,434.221,430.825
426.600,431.267,430.641,427.376,424.635,434.509,424.635,430.641,431.267,431.436
439.328,429.785,430.949,431.289,426.600,425.820,426.544,427.998,429.747,425.820
426.600,431.267,426.600,435.575,431.289,431.436,437.402,426.544,424.692,438.129
432.036,437.407,426.600,435.275,424.900,434.829,426.600,433.667,426.544,436.033
434.221,431.335,431.289,436.924,433.667,430.047,441.602,434.221,426.600,431.289
434.621,426.544,431.129,443.935,431.289,437.680,437.402,426.600,434.829,426.600
429.215,425.820,426.600,431.204,426.373,426.600,435.534,432.313,426.544,426.600
435.575,431.289,425.820,424.635,437.402,432.774,429.785,429.747,432.389,445.852
432.389,435.575,429.215,433.566,437.402,426.600,430.949,427.175,426.600,434.829
426.544,429.215,426.544,429.215,424.692,426.600,429.907,432.218,427.135,426.600
429.907,432.389,431.267,426.544,433.880,426.600,427.897,438.962,434.221,429.215
432.302,427.897,432.090,433.903,432.142,432.582,433.508,429.380,429.215,434.221
436.476,426.600,429.380,426.600,434.221,426.600,426.544,429.907,426.544,429.907
429.215,436.905,426.600,425.649,429.380,424.692,425.820,426.544,437.752,431.289
426.600,426.653,424.844,429.215,431.005,432.218,434.509,434.922,436.429,429.380
439.842,429.907,426.600,434.829,431.129,431.289,433.312,437.402,426.481,425.820
433.903,426.544,426.373,434.621,426.544,439.661,429.907,434.829,434.221,434.314
429.528,436.797,435.575,428.207,426.544,431.697,426.600,424.692,433.690,434.829
426.600,426.600,431.392,426.544,429.380,436.836,426.544,431.599,432.040,429.215
425.820,426.600,427.515,424.635,429.528,431.335,429.415,424.692,426.600,429.907
426.600,436.764,426.600,430.698,431.289,432.036,434.474,427.433,426.544,429.215
430.641,433.690,426.544,429.215,430.057,427.897,438.391,437.680,432.040,442.147
427.897,431.289,432.662,430.618,426.544,429.215,431.289,432.632,431.289,431.058
429.215,431.289,426.544,433.397,431.782,435.575,429.785,438.414,435.575,433.667
427.897,425.820,429.990,426.600,432.389,425.505,429.589,433.667,424.900,426.544
426.600,434.221,429.785,426.600,426.600,435.575,429.907,430.659,427.433,429.785
437.402,426.544,431.289,424.635,431.129,431.129,425.820,431.289,430.949,434.928
426.544,427.897,430.481,431.782,437.402,430.373,429.528,425.820,426.600,426.600
435.945,438.391,431.324,431.899,431.436,434.221,432.030,430.618,429.785,424.635
424.900,440.891,426.600,438.414,427.897,440.218,426.600,425.820,426.373,426.600
436.476,433.690,439.328,436.577,426.544,432.405,433.903,429.907,427.306,426.544
426.544,426.544,431.289,425.820,433.014,435.655,427.897,425.820,433.667,434.829
425.820,431.289,426.600,436.836,434.090,434.090,426.544,426.544,427.897,426.544
425.649,440.132,429.785,429.682,434.499,426.600,432.040,433.092,426.544,427.897
435.575,433.900,426.600,426.544,427.376,431.289,430.641,432.389,425.468,426.600
435.888,426.600,430.334,427.897,434.922,435.575,426.373,438.926,429.215,426.600
426.600,426.544,430.949,434.191,433.690,426.373,431.289,426.544,434.221,430.641
426.600,426.600,426.600,437.402,436.040,426.600,426.544,425.649,426.544,436.012
427.897,431.436,439.190,429.215,426.600,433.690,431.267,435.518,426.544,426.600
435.575,432.389,431.436,425.820,429.215,429.907,435.439,431.289,431.611,426.600
426.544,427.897,426.600,427.897,434.221,434.499,429.380,435.275,431.129,431.436
431.436,432.040,437.680,426.544,426.600,431.289,438.129,432.582,432.586,432.313
426.544,432.519,429.682,426.600,431.267,429.380,431.289,432.040,426.544,432.582
429.785,426.544,434.474,426.544,426.600,426.544,432.302,439.373,426.544,427.897
426.544,433.418,427.897,426.600,426.600,424.635,426.600,435.575,426.653,430.940
432.313,426.544,426.600,426.544,426.600,433.346,437.402,426.600,426.373,435.575
435.575,426.600,437.402,435.575,436.764,426.600,426.544,436.958,426.544,426.600
431.289,429.907,429.215,429.785,432.632,434.221,431.057,435.494,431.267,435.694
425.649,432.389,434.221,426.544,432.582,430.225,426.544,425.649,434.509,437.402
430.641,426.600,435.006,438.176,426.600,430.514,431.289,432.389,426.600,430.630
424.692,431.129,431.436,425.649,433.690,439.020,424.844,426.600,434.474,426.600
424.635,431.289,426.544,424.900,434.221,431.436,430.225,430.659,426.544,431.436
436.476,429.785,429.785,429.215,432.389,426.544,426.544,434.829,434.520,431.938
431.436,429.785,429.907,433.129,426.600,426.600,426.600,435.575,431.335,426.600
429.359,426.600,433.938,430.659,434.829,431.005,429.215,426.544,425.820,426.544
434.221,431.436,433.690,429.918,436.321,426.544,426.600,431.436,435.852,431.324
426.600,424.692,431.289,432.715,440.049,426.600,426.544,431.267,438.243,433.667
426.544,429.785,431.436,440.375,434.829,432.218,429.215,426.600,440.116,425.468
441.568,435.575,429.380,426.544,426.544,432.582,434.221,426.600,431.956,426.544
426.600,433.903,424.692,436.476,426.600,440.430,425.820,431.289,428.008,429.907
426.600,435.518,427.998,426.544,429.215,429.785,433.875,429.785,427.998,429.907
433.690,426.600,435.575,435.575,432.389,430.334,430.227,426.600,425.820,431.335
426.544,429.785,435.575,426.600,429.528,427.175,431.289,434.509,437.402,434.829
424.635,431.289,435.494,435.781,425.649,426.600,431.267,433.667,434.221,427.316
432.582,428.730,431.436,426.373,426.544,427.998,431.289,426.600,434.221,430.334
434.191,426.544,434.829,432.389,435.518,424.635,432.586,432.662,431.436,425.820
426.544,429.315,427.306,437.402,426.600,436.887,436.321,434.730,435.575,427.013
429.785,425.820,431.289,429.528,431.289,426.600,426.544,433.508,426.544,435.575
426.544,426.544,425.820,426.544,435.575,429.215,427.877,429.907,426.600,435.575
440.136,430.949,425.820,426.600,426.600,431.436,435.575,432.313,433.092,438.391
427.773,431.129,425.820,425.820,431.436,426.600,433.690,431.267,435.575,430.334
429.785,429.907,426.373,432.586,437.738,435.575,435.575,431.436,426.600,426.544
434.829,431.436,429.589,426.544,426.600,426.600,434.922,431.324,434.829,434.226
435.518,436.221,432.582,431.289,426.600,439.117,424.692,431.995,425.820,426.544
426.600,426.600,426.544,438.706,429.785,435.575,427.374,426.600,431.835,426.544
