512.251,566.342,528.027,555.143,548.739,566.375,537.511,561.940,485.791,511.486
492.813,528.027,528.027,555.143,548.739,561.940,548.363,552.216,561.940,560.568
555.143,555.143,558.265,554.459,548.363,552.151,552.216,557.807,560.568,560.568
555.143,558.265,556.881,554.459,552.216,540.393,560.568,557.262,560.568,560.568
555.143,555.143,558.265,556.881,552.216,538.422,559.681,560.568,560.568,560.568
555.143,555.143,558.265,552.216,533.013,559.681,559.681,556.270,560.568,560.568
555.143,555.143,555.143,552.216,559.681,559.681,559.681,560.568,560.568,560.164
555.143,555.143,555.143,552.216,552.216,552.216,552.216,560.568,560.550,560.568
555.143,554.957,555.143,555.143,551.476,552.216,552.216,560.568,560.568,560.568
555.143,555.143,554.957,554.957,554.957,555.143,552.216,552.216,560.568,560.568
