# (10, 50, 20, 0, 2, 0.1)
0.228,0.773,1.592,0.218,1.460,1.931,1.634,0.451,0.293,1.920,1.409,0.853,0.441,1.596,0.902,1.297,1.350,0.642,0.853,0.597,1.751,0.141,0.621,1.488,1.130,0.017,1.701,1.639,1.141,1.656
1.730,0.112,-0.011,1.537,0.932,0.295,1.512,0.107,0.316,0.330,1.688,0.591,1.049,1.161,1.823,1.083,0.081,1.601,1.609,1.121,1.999,0.373,1.047,1.451,0.503,0.093,1.597,0.452,1.730,0.035
0.226,0.775,1.588,0.286,1.414,1.989,1.640,0.525,0.309,1.908,1.476,0.830,0.468,1.685,0.854,1.248,1.328,0.645,0.837,0.558,1.715,0.115,0.651,1.490,1.171,-0.022,1.731,1.582,1.159,1.640
0.218,0.742,1.636,0.277,1.376,1.967,1.639,0.506,0.339,1.951,1.463,0.879,0.458,1.723,0.836,1.256,1.359,0.632,0.881,0.589,1.763,0.068,0.621,1.516,1.164,-0.004,1.775,1.565,1.149,1.597
0.194,0.746,1.595,0.263,1.351,1.922,1.637,0.497,0.294,1.918,1.512,0.870,0.493,1.721,0.793,1.255,1.387,0.599,0.845,0.625,1.808,0.048,0.590,1.563,1.208,-0.021,1.817,1.571,1.194,1.619
0.261,0.805,1.702,0.235,1.435,1.993,1.584,0.470,0.302,1.899,1.432,0.821,0.383,1.681,0.829,1.285,1.437,0.616,0.832,0.595,1.754,0.073,0.635,1.516,1.162,-0.074,1.821,1.587,1.203,1.526
0.234,0.849,1.636,0.332,1.440,1.989,1.561,0.615,0.407,1.883,1.369,0.854,0.394,1.694,0.854,1.238,1.296,0.559,0.929,0.539,1.834,0.059,0.662,1.571,1.117,0.003,1.706,1.542,1.177,1.556
0.243,0.850,1.661,0.319,1.389,1.971,1.586,0.429,0.332,1.924,1.437,0.752,0.479,1.667,0.681,1.217,1.374,0.588,0.821,0.508,1.750,0.098,0.521,1.496,1.079,-0.036,1.674,1.726,1.099,1.561
0.160,0.690,1.547,0.225,1.327,1.868,1.594,0.472,0.297,1.896,1.487,0.992,0.574,1.702,0.759,1.242,1.418,0.598,0.923,0.466,1.791,0.008,0.609,1.490,1.245,-0.056,1.872,1.498,1.217,1.530
0.248,0.754,1.666,0.226,1.400,1.975,1.661,0.563,0.343,1.799,1.306,0.947,0.433,1.758,0.935,1.126,1.255,0.595,0.876,0.559,1.890,0.036,0.707,1.495,1.041,-0.063,1.827,1.473,1.186,1.527
