429.511,448.921,431.436,427.376,436.679,426.600,441.953,446.677,434.060,448.055,437.982,442.069,446.870,448.315,450.950,454.507,448.055,451.994,454.285,451.817
434.221,448.315,437.738,444.776,433.846,429.359,432.632,456.184,439.847,441.953,446.677,442.482,446.885,448.359,448.055,442.602,445.663,438.456,452.002,430.949
424.635,439.820,445.663,437.062,448.335,441.876,441.876,441.474,440.299,445.663,439.287,442.209,446.677,436.577,441.953,452.511,448.055,434.509,437.402,445.633
442.463,432.582,427.897,424.844,425.820,426.600,434.221,448.585,438.706,452.258,447.737,447.601,443.784,448.335,447.085,437.402,424.635,441.245,446.531,439.565
427.897,429.907,426.600,426.600,426.600,434.452,452.959,448.335,455.380,441.957,443.389,435.354,442.093,448.779,432.586,429.907,434.104,436.066,445.223,452.959
426.544,425.820,429.225,431.335,436.160,431.436,431.436,425.820,445.293,445.223,438.762,442.526,452.005,444.252,448.585,441.821,439.552,441.602,436.408,446.677
431.289,431.289,436.321,424.844,425.820,429.785,429.215,426.600,425.649,426.600,431.289,448.779,444.195,438.706,450.195,446.870,433.667,439.729,442.126,429.380
426.600,430.698,429.380,426.600,431.289,425.820,426.544,426.544,426.544,449.291,442.860,447.823,439.646,426.600,448.632,454.849,447.589,435.575,440.299,444.123
434.499,426.600,426.544,429.907,424.635,435.575,432.389,426.600,424.692,431.289,435.575,437.402,429.215,436.476,440.049,430.689,445.663,443.285,434.648,446.677
432.733,426.544,423.912,431.436,429.215,429.528,426.600,426.544,433.690,431.436,424.692,426.600,439.552,440.166,448.055,437.811,446.038,445.663,447.737,440.299
429.907,432.040,425.820,425.820,426.544,429.225,426.600,431.324,426.600,435.494,427.602,426.544,434.221,435.223,429.380,450.195,450.349,446.213,442.130,438.762
427.897,426.544,432.920,426.600,426.544,429.215,429.785,426.600,431.289,433.767,426.544,424.635,436.905,432.920,431.289,429.785,425.820,442.126,440.440,434.829
424.692,427.998,433.014,426.600,431.436,426.544,433.531,425.649,433.846,429.785,439.842,429.215,427.376,437.317,434.922,426.600,429.682,430.360,437.671,450.238
431.436,431.289,426.600,426.544,432.582,426.600,433.667,430.949,431.129,431.289,437.402,425.820,426.544,434.221,431.289,426.544,427.175,433.092,451.939,446.885
434.829,426.544,426.544,431.436,433.903,429.785,434.221,429.359,426.600,431.289,431.335,426.600,429.907,426.600,423.912,426.544,426.544,426.544,448.632,448.580
429.907,426.544,424.635,429.907,435.575,431.436,426.600,426.544,426.544,426.544,430.544,434.829,426.600,431.289,426.600,424.635,426.600,426.544,426.544,446.677
439.609,430.225,434.474,429.907,431.436,426.544,425.649,426.600,430.949,424.635,429.907,434.221,426.544,431.289,426.600,427.376,431.289,434.051,432.662,432.313
424.692,424.635,424.844,429.380,424.635,426.544,424.692,429.907,426.600,426.544,424.635,431.436,426.600,429.785,431.335,429.357,426.544,426.544,429.907,437.402
432.582,425.820,426.544,426.544,429.785,432.313,431.129,429.215,425.649,429.785,431.436,426.600,429.785,426.544,426.544,423.912,429.907,425.820,425.649,426.600
435.006,429.215,433.667,426.600,425.820,426.373,424.692,429.907,426.600,430.481,431.289,434.221,426.544,431.289,429.907,426.544,426.544,426.600,435.575,431.129
