558.867,534.384,513.491,493.869,482.980,477.614,471.198,481.346,472.380,475.281,466.030,467.507,467.172,464.801,480.960,483.682,478.393,472.807,483.253,496.338
512.195,503.813,515.276,521.703,518.192,514.405,497.167,504.499,501.942,483.108,468.688,490.414,489.688,482.054,477.795,473.156,468.168,470.886,471.773,451.415
488.333,471.466,492.936,464.622,477.597,459.713,468.840,479.849,457.589,494.064,502.225,503.071,469.034,488.714,489.323,486.386,496.379,469.626,483.309,493.438
494.806,500.032,479.682,465.581,465.991,469.879,471.058,463.616,489.745,456.927,459.786,471.141,473.528,471.419,456.501,474.019,470.943,474.664,452.388,494.679
464.191,452.492,464.191,462.869,497.234,474.344,487.434,475.493,492.232,459.993,485.164,472.396,468.104,467.113,468.672,478.565,474.343,477.571,526.639,458.255
487.722,472.244,487.512,478.225,489.572,479.526,475.635,453.978,481.389,503.211,484.226,480.939,459.420,488.292,463.028,461.834,453.558,494.147,478.901,462.356
498.990,488.123,491.823,492.178,454.352,498.047,487.090,479.756,486.723,463.238,460.870,487.794,489.452,488.316,472.296,509.455,468.260,475.373,498.806,481.723
470.839,461.593,472.467,469.790,454.189,468.115,448.779,467.843,503.521,492.864,492.294,490.350,481.037,456.294,465.232,469.830,471.099,481.782,482.180,474.550
474.035,460.330,495.025,466.192,494.937,489.221,496.187,462.005,457.832,472.923,471.102,466.797,463.951,485.294,485.615,490.051,497.777,489.035,483.056,467.062
486.208,465.975,467.401,480.292,468.124,476.816,469.589,459.094,492.864,471.878,463.616,468.244,469.057,460.842,465.683,464.187,479.309,460.387,478.245,452.401
463.163,463.616,479.248,465.443,479.703,494.135,473.906,467.435,469.715,489.783,464.732,482.145,478.456,480.470,464.097,492.281,489.280,488.205,482.650,462.897
466.399,459.616,465.446,497.593,464.878,470.388,469.900,458.411,484.411,457.295,463.616,467.035,474.104,455.493,461.041,507.966,458.222,498.179,480.980,490.563
455.964,466.205,471.459,508.047,483.810,479.731,471.051,455.960,466.032,488.619,500.563,478.339,478.584,460.524,505.526,459.784,487.548,471.151,456.967,489.476
491.664,472.338,480.920,474.270,504.457,466.038,500.811,476.270,504.500,468.244,467.689,480.004,473.363,483.602,485.340,470.594,461.592,465.776,480.117,487.342
486.452,471.468,464.598,489.628,462.562,468.711,480.145,479.557,480.212,493.249,466.005,466.398,470.478,491.365,474.989,463.120,486.723,456.390,464.880,465.952
484.342,494.656,468.247,486.833,497.345,482.158,471.498,473.334,480.652,490.310,461.347,480.958,478.058,480.084,468.861,473.989,494.018,479.431,458.702,459.777
484.431,462.818,495.005,459.128,467.584,486.708,483.798,478.705,467.610,465.446,473.853,482.406,455.493,466.925,458.255,476.161,458.555,515.698,466.930,463.260
513.094,481.259,482.122,480.650,488.004,473.387,484.917,456.188,473.550,473.568,502.746,469.249,490.601,478.119,502.305,470.956,481.549,508.200,495.660,481.219
461.637,463.616,472.004,485.171,457.038,486.097,462.380,478.951,467.566,492.232,497.614,469.983,464.023,489.440,462.162,481.264,492.571,463.616,492.496,484.745
459.004,473.431,471.878,462.351,482.210,461.676,472.204,472.101,480.282,463.616,496.132,480.913,488.137,473.257,454.507,485.150,472.118,472.416,454.455,496.436
