# (10, 50, 20, 0, 2, 0.1)
3.010,3.461,3.795,349.393,8.671,3.609,77.151,11.587,5.774,7.942
10.892,7.942,3.631,77.151,6.323,14.630,2.900,6.323,3.988,79.625
4.542,2.900,111.954,14.630,14.630,14.394,6.463,7.942,7.035,14.555
77.151,276.934,12.020,3.071,4.818,2.109,2.807,7.812,14.630,24.565
4.821,2.712,22.398,14.433,20.963,79.625,79.625,4.555,79.625,5.517
20.896,6.323,6.213,4.327,7.942,24.730,8.412,4.821,20.963,5.172
87.910,14.630,4.275,77.151,8.390,125.736,25.891,4.821,4.818,79.625
25.891,9.748,2.774,87.910,4.365,2.807,77.151,3.650,15.134,41.698
3.597,2.900,1.784,8.789,77.151,11.037,9.251,10.892,87.910,21.720
3.664,14.433,79.625,5.906,125.736,8.131,3.063,8.131,7.942,7.532
6.323,3.424,11.752,373.899,14.555,25.891,14.394,58.481,79.625,42.045
4.054,77.151,79.625,77.151,77.151,6.198,18.593,1.814,4.818,15.826
77.151,7.942,20.778,14.555,8.189,6.468,14.555,79.625,3.969,5.631
11.037,15.604,5.224,1.784,6.323,41.698,1.712,142.505,77.151,20.963
21.720,2.342,14.630,5.906,2.851,5.392,3.131,8.189,2.733,6.763
3.957,6.323,14.555,4.821,2.904,77.151,2.734,4.821,10.162,77.151
14.394,14.630,10.074,9.742,2.298,373.899,2.784,6.140,10.162,4.285
25.891,79.625,14.630,10.883,5.172,20.778,10.883,21.720,349.393,4.388
8.358,3.231,15.826,14.555,7.550,25.809,11.037,8.750,7.147,4.186
8.750,4.054,14.555,2.051,6.323,11.636,14.051,2.387,2.314,4.369
11.769,77.151,4.663,22.398,8.750,14.859,79.625,1203.115,1.922,5.172
7.653,2.687,22.398,11.769,47.227,14.555,24.730,79.625,79.625,79.625
12.235,79.625,4.821,6.323,5.172,2.214,79.625,26.006,25.891,2.922
14.630,16.876,16.035,8.982,8.111,7.035,11.530,7.942,24.297,3.933
6.323,4.821,349.393,79.625,6.323,3.888,6.483,41.698,25.809,1.533
77.151,6.937,77.151,4.821,8.688,14.630,4.637,125.736,8.750,5.278
3.676,2.234,4.821,6.937,4.369,77.151,2.321,3.644,13.382,11.343
1.922,15.604,14.051,125.736,7.370,3.603,1.634,6.463,7.404,77.151
4.054,6.323,7.035,6.323,2.602,2.961,14.457,11.769,125.736,11.343
125.736,4.821,125.736,24.565,79.625,2.621,7.147,14.630,10.883,7.242
77.151,7.147,5.172,4.821,3.010,87.910,1.589,8.412,5.657,4.821
25.809,11.343,8.789,8.789,6.323,6.206,6.323,21.720,79.625,30.543
7.942,8.358,12.020,14.555,21.720,4.285,1.842,25.891,7.942,11.227
25.891,4.246,12.628,3.468,4.267,14.555,2.807,77.151,3.342,2.294
87.910,7.942,6.323,7.147,4.723,7.404,14.051,125.736,8.789,10.883
5.563,77.151,4.821,142.505,3.812,22.398,77.151,14.051,77.151,6.196
6.323,4.564,6.323,3.124,79.625,79.625,8.750,14.351,2.960,12.803
5.172,7.942,52.214,4.106,13.323,21.720,5.906,18.593,125.736,5.335
11.343,14.555,25.891,1.396,7.908,8.844,8.750,14.555,4.636,77.151
6.489,77.151,6.323,1.552,7.596,7.035,4.821,9.554,87.910,7.354
1.718,20.778,77.151,373.899,2.290,77.151,5.075,142.505,2.835,2.134
77.151,20.963,125.736,10.521,2.854,4.818,21.720,6.381,5.172,10.711
15.604,87.910,12.020,79.625,2.784,3.871,2.848,2.936,7.147,6.406
3.468,14.630,77.151,41.698,3.201,4.821,8.750,8.750,1.922,77.151
11.343,14.051,6.323,14.051,79.625,11.343,6.948,3.664,4.783,6.323
7.147,6.244,6.463,10.556,4.369,11.343,8.448,7.753,14.051,2.554
77.151,79.625,3.644,77.151,3.431,77.151,77.151,5.224,4.209,77.151
2.757,6.381,25.809,2.236,125.736,125.736,77.151,77.151,20.963,3.005
14.555,11.769,125.736,20.963,14.457,2.784,7.250,17.126,77.151,2.619
77.151,8.189,15.134,2.236,8.789,6.463,14.555,10.311,5.774,10.883
