2521.094,3993.260,5724.239,5801.275,5622.118,5023.171,5514.560,3663.683,7100.977,4148.204
2809.844,3950.381,5580.885,6416.147,5424.614,6451.104,7434.122,7000.935,4961.959,6295.344
3806.274,5641.955,4961.540,4351.318,7354.473,6659.078,6814.623,8366.339,5055.191,5719.191
6558.066,4218.665,4252.809,4938.723,4372.495,5037.198,6786.369,6810.029,6834.039,5431.001
6224.034,5731.900,6252.224,5658.478,5500.540,6580.158,5263.876,6328.571,4486.220,5517.633
5618.831,6126.199,4657.525,4940.360,5785.064,5904.597,7955.723,6906.640,6040.470,6049.228
5022.293,5860.301,6182.098,5549.042,4849.492,6249.663,5422.436,4599.559,6141.878,5221.935
5279.547,5678.077,6219.441,5285.012,4093.765,5744.803,6721.785,7430.825,7577.918,6417.824
5711.997,4753.187,6445.287,4834.759,5960.459,5436.289,5878.938,5443.423,6074.952,6897.094
4773.479,6626.216,6136.544,5183.433,5130.578,5570.874,4992.234,5895.010,4967.737,4510.915
4343.520,5308.070,5410.668,5428.933,5818.481,6384.782,5960.166,4692.121,6239.031,7519.273
5895.529,4941.502,5000.096,6272.364,6232.240,5717.850,5055.927,6392.402,5341.147,4986.215
5103.643,6272.836,4948.315,5402.237,5284.243,6969.280,5944.866,6272.091,6990.073,5214.788
5261.190,5404.165,6011.184,4110.057,5090.338,5590.800,5068.950,5169.496,5174.606,6103.846
4987.156,5641.819,5523.827,5158.841,6243.642,5949.334,7621.187,5713.207,4920.952,5848.476
4789.945,5380.521,6279.225,6130.323,5279.775,5566.707,5014.967,5183.344,7176.029,5286.340
5836.358,7554.554,5482.469,5211.330,5543.766,6792.640,4666.434,6328.979,5594.073,5061.167
5899.981,6796.117,4937.814,5632.329,7065.067,5579.166,6319.945,5359.363,5476.546,4401.680
6222.013,3554.460,5581.176,5692.074,4827.912,6466.775,4952.020,5999.469,4873.793,7177.342
5629.106,5213.531,6036.025,4754.068,4680.821,5059.153,5297.674,5960.981,6874.719,6156.877
