441.200,437.402,435.021,432.389,434.221,445.854,433.129,434.191,433.790,450.415,448.055,444.568,447.917,448.585,434.414,449.565,470.424,442.126,436.408,435.575
435.842,423.949,426.600,424.900,431.267,441.957,441.876,435.439,439.646,433.690,441.568,435.575,441.957,437.242,443.592,444.195,448.585,461.047,445.293,457.290
436.577,436.945,427.897,435.463,432.733,439.646,425.820,431.267,438.391,431.267,436.012,435.494,437.511,448.335,448.779,438.382,443.744,441.474,448.632,442.571
433.014,434.207,440.391,433.014,429.225,431.267,432.926,437.717,424.692,437.982,447.428,434.357,447.632,432.926,448.086,437.855,446.384,448.779,447.882,445.223
439.707,441.812,432.426,432.218,435.518,436.348,434.357,434.474,424.692,446.870,456.960,446.870,448.055,431.289,426.373,448.315,434.357,446.476,432.224,450.143
436.348,439.109,434.221,440.299,441.957,438.391,439.038,445.663,436.797,434.931,439.047,452.040,437.982,445.811,443.451,434.221,450.144,439.595,432.586,446.240
434.221,439.853,433.351,441.462,442.126,441.947,436.718,435.575,451.036,449.272,438.762,448.312,441.957,450.894,426.600,441.953,439.595,441.957,429.215,429.907
431.436,426.544,432.600,426.544,443.908,439.646,442.271,441.326,446.189,449.609,446.263,448.779,437.402,441.957,433.950,448.585,446.870,446.991,440.944,436.476
432.920,429.907,435.575,459.786,438.535,433.875,444.195,438.762,450.585,436.836,451.726,451.449,439.215,446.553,440.676,454.029,447.216,445.663,435.439,439.981
437.270,427.877,443.908,437.855,443.862,455.152,438.382,455.573,441.044,445.829,449.291,440.380,448.585,439.552,435.781,431.289,430.673,459.230,441.474,433.938
432.963,429.785,442.326,444.195,439.595,434.357,439.552,433.903,445.176,437.402,439.552,439.552,437.890,451.054,435.575,434.221,431.289,453.468,438.113,461.141
433.014,424.464,434.829,448.055,448.359,439.981,449.755,448.267,440.367,444.033,432.926,448.998,448.701,443.497,451.449,445.905,447.660,442.602,432.519,438.391
439.820,441.947,431.324,442.126,439.646,448.315,446.677,429.215,450.540,447.258,442.422,442.602,445.293,441.474,446.677,426.544,442.780,441.474,440.295,448.359
438.320,458.184,441.399,433.903,437.402,434.708,442.571,446.677,436.012,441.474,441.474,438.129,446.677,448.585,435.306,444.070,441.957,451.752,440.848,451.939
439.849,450.291,450.964,434.621,440.008,433.804,426.600,443.908,426.600,448.055,430.481,441.876,452.504,445.519,445.854,448.585,442.271,449.867,435.673,444.694
448.483,450.089,446.813,448.385,434.648,446.476,440.299,441.953,448.335,442.571,438.627,446.677,441.957,443.451,440.299,445.152,438.762,446.870,444.195,438.946
433.667,452.559,434.509,446.677,446.870,441.474,440.299,433.367,441.474,440.049,448.055,439.976,440.049,426.600,431.267,448.055,445.083,444.225,441.947,446.358
446.870,441.474,443.862,438.926,432.982,446.299,438.467,444.520,432.389,441.044,448.779,447.085,437.572,426.544,440.049,444.195,441.103,448.585,441.947,440.299
443.908,442.326,443.921,449.767,448.779,429.215,441.134,451.451,426.600,437.402,434.357,440.059,443.862,440.299,452.197,447.624,453.847,445.663,445.854,437.982
438.762,451.415,451.036,445.663,431.289,441.953,448.359,446.816,437.205,426.544,449.211,426.544,454.016,431.289,437.402,452.258,444.886,441.953,445.267,452.504
